ID,DriverTenure,FleetRole,DriverType,DO,WorkingHours,AVGTicket,Cost,LoadFactor,FrequentMoment,CorpProd,FrequentZone,Churn
4012,1 -2 months,DWC,New,37,24.91,337.24,9498,0.6755,HDM,YES,HDZ,NO
4013,1 -2 months,DWC,New,7,3.57,227.91,1145,0.669,HDM,NO,HDZ,NO
4014,More than 12 months,DWC,Recurrent,145,79.42,326.8,35639,0.7346,HDM,YES,HDZ,NO
4015,More than 12 months,DWC,Recurrent,8,15.27,450.69,2821,0.2674,HDM,YES,LDZ,NO
4016,7-12 months,DWC,Recurrent,94,76.17,248.04,18502,0.522,HDM,NO,HDZ,YES
4017,3 - 6 months,DWC,Recurrent,58,29.78,257,10897,0.7906,HDM,NO,HDZ,YES
4018,1 -2 months,DWC,New,58,51.93,185.88,10022,0.5045,HDM,NO,HDZ,NO
4019,More than 12 months,DWC,Recurrent,50,32.02,263.72,9667,0.7846,HDM,NO,HDZ,NO
4020,More than 12 months,DWC,Recurrent,151,112.31,298.29,33264,0.7877,HDM,YES,HDZ,NO
4021,3 - 6 months,DWOC,Recurrent,3,2.95,155.93,448,0.3681,HDM,NO,LDZ,YES
4022,More than 12 months,DWC,Recurrent,151,58.96,193.45,21512,0.7948,LDM,YES,HDZ,NO
4023,1 -2 months,DWC,Recurrent,66,31.58,145.82,9139,0.6961,HDM,NO,LDZ,NO
4024,More than 12 months,DWC,Recurrent,178,129.99,290.67,40962,0.726,HDM,YES,HDZ,NO
4025,7-12 months,DWC,Recurrent,260,198.11,323.77,62994,0.7095,HDM,YES,HDZ,NO
4026,3 - 6 months,DWOC,Recurrent,21,12.47,244.16,4182,0.7491,HDM,YES,HDZ,YES
4027,3 - 6 months,DWC,Reactivated,176,135.57,290.81,39524,0.6929,HDM,YES,HDZ,NO
4028,3 - 6 months,DWC,Reactivated,9,5.7,282.76,1943,0.7311,HDM,NO,HDZ,NO
4029,More than 12 months,DWC,Recurrent,4,2.3,240.03,692,0.8129,LDM,NO,HDZ,NO
4030,More than 12 months,DWC,Recurrent,229,135.77,253.73,44195,0.67,HDM,NO,HDZ,NO
4031,1 -2 months,DWC,New,4,4.38,234.08,690,0.3758,HDM,NO,HDZ,NO
4032,1 -2 months,DWC,New,7,5.41,115.86,669,0.3844,HDM,NO,HDZ,NO
4033,1 -2 months,DWC,New,1,0.8,130.87,94,0.6351,HDM,NO,HDZ,YES
4034,More than 12 months,DWC,Recurrent,47,30.02,257.33,8790,0.7119,LDM,YES,HDZ,YES
4035,1 -2 months,DWC,Recurrent,182,144.6,189.65,32416,0.5378,HDM,NO,HDZ,NO
4036,1 -2 months,DWC,New,94,47.65,147.44,13408,0.5433,HDM,NO,LDZ,NO
4037,1 -2 months,DWC,New,3,2.41,143.38,309,0.5132,HDM,NO,HDZ,YES
4038,3 - 6 months,DWOC,Recurrent,230,138.97,264.85,45514,0.7807,HDM,YES,HDZ,NO
4039,More than 12 months,DWC,Recurrent,70,47.62,304.65,15736,0.8686,HDM,YES,HDZ,NO
4040,7-12 months,DWC,Reactivated,5,3.05,222.61,871,0.6042,LDM,NO,HDZ,YES
4041,1 -2 months,DWC,New,1,0.71,78.5,75,0.7409,HDM,NO,LDZ,YES
4042,7-12 months,DWC,Recurrent,77,55.84,317.59,19040,0.6673,HDM,YES,HDZ,NO
4043,1 -2 months,DWC,New,15,16.36,103.42,1485,0.3025,HDM,NO,LDZ,YES
4044,7-12 months,DWOC,Recurrent,46,32.66,321.77,11073,0.8389,HDM,YES,HDZ,NO
4045,More than 12 months,DWC,Recurrent,115,73.05,294.98,25748,0.7609,HDM,YES,HDZ,NO
4046,3 - 6 months,DWC,Recurrent,1,1.17,163.71,157,0.4016,LDM,NO,LDZ,NO
4047,3 - 6 months,DWC,Recurrent,86,63.09,306.37,20906,0.742,HDM,YES,HDZ,NO
4048,3 - 6 months,DWC,Recurrent,88,47.01,177.43,12998,0.7183,HDM,NO,HDZ,YES
4049,7-12 months,DWC,Recurrent,254,176.71,344.66,66043,0.7797,HDM,YES,HDZ,NO
4050,3 - 6 months,DWC,Recurrent,8,5.42,259.35,1926,0.5664,HDM,NO,LDZ,YES
4051,3 - 6 months,DWC,Recurrent,256,196.03,166.82,32812,0.4268,HDM,NO,HDZ,NO
4052,3 - 6 months,DWOC,Recurrent,154,103.59,316.85,36822,0.6904,LDM,YES,HDZ,NO
4053,More than 12 months,DWOC,Recurrent,324,205.51,331.24,80403,0.7,HDM,YES,HDZ,NO
4054,3 - 6 months,DWC,Recurrent,292,183.41,257.47,55440,0.7102,HDM,YES,HDZ,NO
4055,More than 12 months,DWC,Recurrent,138,110.57,298.41,31545,0.7264,HDM,YES,HDZ,NO
4056,3 - 6 months,DWC,Recurrent,39,18.19,275.97,7855,0.9151,LDM,NO,HDZ,NO
4057,7-12 months,DWC,Recurrent,10,5.76,271.19,1988,0.6844,HDM,NO,HDZ,NO
4058,1 -2 months,DWC,Recurrent,37,40.57,240.04,7058,0.44,HDM,YES,HDZ,NO
4059,7-12 months,DWOC,Reactivated,23,11.81,234.84,3929,0.6641,LDM,YES,HDZ,YES
4060,7-12 months,DWC,Reactivated,18,10.21,151.7,2434,0.6239,HDM,NO,LDZ,NO
4061,1 -2 months,DWOC,New,17,12.6,299.8,4088,0.7481,HDM,YES,HDZ,YES
4062,1 -2 months,DWC,Recurrent,8,11.76,298.11,2145,0.5681,HDM,NO,HDZ,NO
4063,7-12 months,DWC,Recurrent,253,160.53,245.68,45895,0.7068,HDM,NO,HDZ,NO
4064,1 -2 months,DWC,Recurrent,81,81.02,374.01,25096,0.67,HDM,YES,HDZ,NO
4065,More than 12 months,DWC,Recurrent,157,93.72,255.53,29303,0.8049,HDM,YES,HDZ,NO
4066,7-12 months,DWC,Recurrent,380,212.23,261.03,73172,0.7311,HDM,NO,HDZ,NO
4067,More than 12 months,DWC,Recurrent,143,88.18,307.62,32395,0.8511,HDM,YES,HDZ,NO
4068,7-12 months,DWC,Recurrent,175,98.33,197.65,26141,0.6563,HDM,NO,HDZ,NO
4069,3 - 6 months,DWC,Recurrent,107,55.46,224.45,17606,0.7533,HDM,NO,HDZ,NO
4070,More than 12 months,DWC,Recurrent,250,111.4,265.66,48726,0.73740000000000006,HDM,YES,HDZ,NO
4071,More than 12 months,DWC,Recurrent,190,129.68,281.17,39449,0.635,HDM,YES,HDZ,NO
4072,More than 12 months,DWC,Recurrent,109,77.55,316.26,26534,0.7259,HDM,YES,HDZ,NO
4073,1 -2 months,DWC,New,7,5.14,150.14,954,0.4257,LDM,NO,HDZ,YES
4074,7-12 months,DWC,Recurrent,279,183.59,258.16,54675,0.6987,LDM,NO,HDZ,NO
4075,More than 12 months,DWC,Recurrent,129,136.44,447.78,43597,0.5948,HDM,YES,HDZ,NO
4076,More than 12 months,DWC,Recurrent,5,3.19,213.14,982,0.8903,HDM,NO,HDZ,YES
4077,More than 12 months,DWC,Recurrent,22,15.52,221.84,3614,0.7233,HDM,NO,HDZ,NO
4078,3 - 6 months,DWC,Reactivated,36,24.01,283.7,8516,0.6389,HDM,YES,HDZ,NO
4079,7-12 months,DWC,Recurrent,43,37.92,378.66,12807,0.701,HDM,YES,HDZ,NO
4080,1 -2 months,DWC,New,3,4.69,629.13,1661,0.4784,HDM,NO,HDZ,YES
4081,1 -2 months,DWC,New,4,4.61,124.26,451,0.3237,HDM,NO,LDZ,NO
4082,More than 12 months,DWC,Recurrent,179,189.62,443.47,64448,0.6501,HDM,YES,HDZ,NO
4083,3 - 6 months,DWC,Recurrent,1,1.01,588.2,426,0.6726,HDM,YES,HDZ,YES
4084,3 - 6 months,DWC,Recurrent,102,57.23,260.13,19266,0.79990000000000006,HDM,NO,HDZ,NO
4085,More than 12 months,DWC,Recurrent,156,82.75,172.35,23532,0.5858,LDM,YES,HDZ,NO
4086,3 - 6 months,DWC,Recurrent,148,93.22,280.54,31347,0.7834,HDM,YES,HDZ,NO
4087,7-12 months,DWC,Recurrent,111,57.4,276.92,22714,0.7939,HDM,NO,HDZ,NO
4088,More than 12 months,DWC,Recurrent,1,2.01,262,188,0.279,HDM,NO,HDZ,YES
4089,7-12 months,DWC,Recurrent,188,164.9,445.51,64164,0.6682,HDM,YES,HDZ,NO
4090,1 -2 months,DWC,New,22,17.23,243.29,5023,0.5792,LDM,NO,LDZ,NO
4091,3 - 6 months,DWC,Recurrent,24,18.8,216.32,4403,0.6095,HDM,NO,HDZ,NO
4092,7-12 months,DWC,Recurrent,100,101.98,367.99,28850,0.5371,LDM,YES,HDZ,NO
4093,1 -2 months,DWC,New,26,17.03,240.88,4543,0.6445,HDM,NO,HDZ,YES
4094,3 - 6 months,DWC,Recurrent,12,18.71,114.35,1313,0.1348,LDM,NO,HDZ,YES
4095,7-12 months,DWC,Recurrent,83,54.23,236.45,14550,0.6922,HDM,NO,HDZ,NO
4096,1 -2 months,DWC,Recurrent,11,18.84,145.93,1539,0.7674,HDM,NO,LDZ,YES
4097,1 -2 months,DWOC,Recurrent,220,162.03,314.18,52437,0.6975,HDM,YES,HDZ,NO
4098,More than 12 months,DWC,Recurrent,240,160.68,278.25,49599,0.7605,HDM,YES,HDZ,NO
4099,3 - 6 months,DWC,Recurrent,12,11.32,286.1,3133,0.5447,LDM,NO,HDZ,NO
4100,7-12 months,DWC,Recurrent,369,296.27,371.74,103465,0.6972,HDM,YES,HDZ,NO
4101,More than 12 months,DWC,Recurrent,340,237.85,345.91,88549,0.7672,HDM,YES,HDZ,NO
4102,7-12 months,DWC,Recurrent,211,118.92,287.89,44561,0.8538,HDM,YES,HDZ,NO
4103,1 -2 months,DWC,New,12,10.44,147.02,1688,0.5355,HDM,NO,HDZ,NO
4104,1 -2 months,DWC,New,1,1.67,91.59,88,0.2683,HDM,NO,LDZ,YES
4105,1 -2 months,DWC,Recurrent,27,17.04,201.76,5082,0.84,HDM,NO,LDZ,YES
4106,More than 12 months,DWC,Recurrent,295,185.4,265.12,57764,0.7566,HDM,YES,HDZ,NO
4107,More than 12 months,DWC,Recurrent,20,9.26,211.7,3246,0.8209,LDM,YES,HDZ,NO
4108,3 - 6 months,DWC,Recurrent,47,42.14,285.22,10975,0.5998,HDM,YES,HDZ,NO
4109,7-12 months,DWOC,Recurrent,9,17.85,271,1910,0.2351,HDM,YES,HDZ,NO
4110,7-12 months,DWC,Reactivated,171,103.91,254.44,34643,0.7286,HDM,NO,HDZ,NO
4111,7-12 months,DWC,Recurrent,176,106.5,272.94,35259,0.6618,LDM,NO,HDZ,NO
4112,7-12 months,DWOC,Reactivated,3,12.94,341.01,984,0.1594,HDM,NO,HDZ,YES
4113,1 -2 months,DWC,New,17,15.4,85.99,1385,0.4041,HDM,NO,HDZ,YES
4114,1 -2 months,DWC,Recurrent,1,0.65,295.71,286,0.9697,HDM,NO,HDZ,YES
4115,1 -2 months,DWOC,Recurrent,131,82.59,294.73,28844,0.7353,HDM,YES,HDZ,NO
4116,1 -2 months,DWC,New,69,56.61,212.9,14176,0.5131,HDM,NO,LDZ,YES
4117,More than 12 months,DWOC,Recurrent,8,4.81,170.56,988,0.3845,HDM,NO,HDZ,NO
4118,7-12 months,DWC,Recurrent,140,84.08,278.1,28957,0.781,HDM,NO,HDZ,NO
4119,3 - 6 months,DWC,Recurrent,95,66.43,264.94,18562,0.6793,HDM,NO,HDZ,NO
4120,More than 12 months,DWC,Recurrent,256,253.58,386.46,75908,0.5918,HDM,YES,HDZ,NO
4121,7-12 months,DWC,Recurrent,24,16.12,214.82,3782,0.6294,HDM,NO,HDZ,NO
4122,7-12 months,DWC,Reactivated,27,17.02,230.03,4699,0.7301,LDM,NO,HDZ,YES
4123,7-12 months,DWC,Recurrent,17,9.04,329.91,4131,0.9276,LDM,YES,HDZ,YES
4124,7-12 months,DWC,Recurrent,91,46.9,257.15,17132,0.7709,HDM,NO,HDZ,NO
4125,7-12 months,DWC,Recurrent,173,128.96,289.54,37821,0.7692,HDM,YES,HDZ,NO
4126,More than 12 months,DWC,Recurrent,33,26.57,356.94,9405,0.8315,HDM,YES,HDZ,NO
4127,7-12 months,DWC,Recurrent,41,27.88,317.22,9455,0.7308,HDM,NO,HDZ,NO
4128,3 - 6 months,DWC,Recurrent,43,20.94,149.21,4709,0.6176,HDM,NO,HDZ,NO
4129,1 -2 months,DWOC,Recurrent,15,7.22,185.9,1989,0.8134,HDM,YES,HDZ,YES
4130,7-12 months,DWC,Recurrent,21,13.6,175.96,3060,0.5982,HDM,NO,HDZ,NO
4131,7-12 months,DWC,Recurrent,117,83.71,240.86,22741,0.4455,HDM,NO,HDZ,NO
4132,7-12 months,DWC,Recurrent,228,124.77,266.05,44179,0.7143,HDM,YES,HDZ,NO
4133,1 -2 months,DWC,Recurrent,1,8.51,321.16,307,0.0725,HDM,NO,LDZ,YES
4134,3 - 6 months,DWC,Recurrent,36,19.37,215.4,5574,0.7297,HDM,NO,HDZ,NO
4135,7-12 months,DWC,Recurrent,336,192.32,231.81,57609,0.7352,HDM,NO,HDZ,NO
4136,1 -2 months,DWC,New,32,32.57,178.29,4481,0.3666,HDM,NO,HDZ,NO
4137,1 -2 months,DWOC,Recurrent,28,19.48,272.62,6222,0.7601,LDM,YES,HDZ,YES
4138,3 - 6 months,DWC,Recurrent,349,176.9,262.73,68108,0.786,HDM,YES,HDZ,NO
4139,7-12 months,DWOC,Recurrent,185,138.01,322.78,47143,0.7879,HDM,YES,HDZ,NO
4140,1 -2 months,DWOC,New,299,210.98,271.44,60351,0.7162,HDM,YES,HDZ,NO
4141,3 - 6 months,DWC,Recurrent,181,111.47,274.53,37250,0.8046,HDM,YES,HDZ,NO
4142,More than 12 months,DWC,Recurrent,250,141.01,241.26,45138,0.7131,HDM,NO,HDZ,NO
4143,3 - 6 months,DWOC,Recurrent,81,59.39,419.93,26366,0.6297,LDM,YES,HDZ,YES
4144,3 - 6 months,DWC,Recurrent,117,81.6,300.02,25800,0.8218,HDM,YES,HDZ,NO
4145,More than 12 months,DWOC,Recurrent,71,61.86,288.89,15788,0.5379,HDM,NO,HDZ,YES
4146,1 -2 months,DWC,New,11,14.1,362.15,2886,0.539,HDM,NO,HDZ,NO
4147,More than 12 months,DWC,Recurrent,208,176.55,364.98,57500,0.7628,HDM,YES,HDZ,NO
4148,7-12 months,DWC,Recurrent,130,217.56,195.07,22621,0.2254,HDM,NO,LDZ,NO
4149,3 - 6 months,DWC,Recurrent,6,6.81,164.71,946,0.4217,HDM,NO,HDZ,YES
4150,More than 12 months,DWC,Recurrent,161,88.76,243.22,29077,0.7113,LDM,NO,HDZ,NO
4151,3 - 6 months,DWC,Recurrent,117,108.33,164.88,18791,0.455,HDM,NO,LDZ,NO
4152,7-12 months,DWC,Recurrent,232,145.13,253.69,43122,0.8011,HDM,NO,HDZ,NO
4153,7-12 months,DWC,Recurrent,24,14.37,214.21,3833,0.6035,LDM,NO,HDZ,NO
4154,More than 12 months,DWC,Recurrent,17,11.13,307.58,3793,0.7774,HDM,YES,HDZ,YES
4155,More than 12 months,DWC,Recurrent,9,41.91,299.25,2096,0.0869,HDM,YES,LDZ,NO
4156,1 -2 months,DWC,Recurrent,11,6.5,234.93,1855,0.7383,HDM,NO,HDZ,NO
4157,7-12 months,DWC,Reactivated,3,3.05,214.19,461,0.5028,HDM,NO,HDZ,NO
4158,1 -2 months,DWC,New,36,32.32,166.04,5604,0.489,HDM,NO,HDZ,NO
4159,7-12 months,DWC,Recurrent,152,87.84,216.81,25526,0.678,HDM,YES,HDZ,NO
4160,More than 12 months,DWC,Recurrent,139,94.35,296.22,31778,0.7683,HDM,YES,HDZ,NO
4161,More than 12 months,DWC,Reactivated,6,2.28,285.61,1240,0.8609,HDM,NO,HDZ,NO
4162,1 -2 months,DWOC,Recurrent,279,174.69,306.13,63481,0.7527,HDM,YES,HDZ,NO
4163,3 - 6 months,DWC,Recurrent,89,85.72,101.18,7682,0.2308,HDM,NO,LDZ,NO
4164,3 - 6 months,DWC,Recurrent,104,52.55,229.26,17169,0.7669,HDM,NO,HDZ,NO
4165,3 - 6 months,DWC,Reactivated,42,25.64,306.32,9317,0.786,HDM,NO,HDZ,NO
4166,3 - 6 months,DWC,Reactivated,3,2.44,366,1051,0.8029,HDM,NO,LDZ,NO
4167,1 -2 months,DWC,New,153,106.71,317.43,36766,0.725,HDM,YES,HDZ,NO
4168,1 -2 months,DWC,New,11,10.91,143.09,1341,0.4806,HDM,NO,HDZ,NO
4169,More than 12 months,DWOC,Recurrent,198,163.05,325.24,48571,0.7431,HDM,YES,HDZ,NO
4170,1 -2 months,DWC,New,16,22.41,230.03,3227,0.3597,HDM,NO,HDZ,YES
4171,1 -2 months,DWC,New,3,1.75,187.86,539,0.9284,LDM,NO,HDZ,YES
4172,1 -2 months,DWC,New,1,0.31,108.82,105,0.7394,HDM,NO,LDZ,YES
4173,1 -2 months,DWC,Recurrent,36,64.2,80.07,2087,0.1007,LDM,NO,HDZ,NO
4174,More than 12 months,DWC,Recurrent,50,32.87,347.69,12720,0.8127,HDM,YES,HDZ,NO
4175,More than 12 months,DWC,Recurrent,192,109.41,250.22,35116,0.7275,HDM,NO,HDZ,NO
4176,3 - 6 months,DWC,Recurrent,70,54.81,315.15,17876,0.7344,HDM,YES,HDZ,NO
4177,3 - 6 months,DWC,Recurrent,14,7.96,138.45,1406,0.6595,HDM,NO,HDZ,NO
4178,3 - 6 months,DWC,Recurrent,203,157.25,313.61,48042,0.7799,HDM,YES,HDZ,NO
4179,1 -2 months,DWC,Recurrent,12,10.74,230.01,2384,0.5455,LDM,NO,LDZ,YES
4180,1 -2 months,DWOC,Recurrent,223,152.73,291.71,48560,0.7909,HDM,YES,HDZ,NO
4181,1 -2 months,DWC,New,16,12.47,145.95,2235,0.3943,HDM,NO,LDZ,YES
4182,7-12 months,DWOC,Recurrent,400,242.15,296.69,87800,0.8124,HDM,YES,HDZ,NO
4183,7-12 months,DWC,Reactivated,7,9.64,53.27,268,0.0696,HDM,NO,HDZ,NO
4184,More than 12 months,DWC,Recurrent,6,16.84,927.37,4129,0.2768,LDM,YES,HDZ,YES
4185,3 - 6 months,DWOC,Recurrent,211,135.57,304.37,48176,0.7998,HDM,YES,HDZ,NO
4186,1 -2 months,DWC,Recurrent,2,1.16,108,155,0.5158,HDM,NO,HDZ,YES
4187,3 - 6 months,DWC,Recurrent,14,10.06,260.85,2653,0.5594,HDM,YES,HDZ,YES
4188,3 - 6 months,DWC,Recurrent,118,70.93,254.54,24025,0.7122,HDM,NO,HDZ,NO
4189,More than 12 months,DWC,Recurrent,139,315.56,821.03,86829,0.3699,HDM,YES,HDZ,NO
4190,3 - 6 months,DWC,Recurrent,185,199.83,369.36,53932,0.4639,HDM,YES,HDZ,NO
4191,3 - 6 months,DWC,Recurrent,1,1.3,408.25,391,0.7984,HDM,NO,HDZ,YES
4192,3 - 6 months,DWC,Recurrent,10,13.9,175.48,1372,0.2734,HDM,NO,HDZ,NO
4193,7-12 months,DWC,Recurrent,76,45.12,289.44,16380,0.75,HDM,NO,HDZ,NO
4194,1 -2 months,DWOC,Recurrent,110,133.43,377.49,31733,0.4903,HDM,YES,HDZ,NO
4195,1 -2 months,DWOC,Recurrent,222,150.72,206.66,33820,0.5626,HDM,YES,HDZ,NO
4196,1 -2 months,DWC,New,2,4.94,245.75,470,0.264,HDM,NO,LDZ,NO
4197,3 - 6 months,DWC,Recurrent,3,1.49,212.73,522,0.9332,HDM,NO,HDZ,YES
4198,7-12 months,DWC,Recurrent,70,34.84,248.09,14223,0.6891,LDM,NO,HDZ,NO
4199,7-12 months,DWC,Recurrent,109,171.72,787.39,64414,0.4378,LDM,YES,HDZ,NO
4200,More than 12 months,DWC,Recurrent,162,136.3,289.32,38757,0.7349,HDM,YES,HDZ,NO
4201,1 -2 months,DWC,Recurrent,38,32.96,171.71,4892,0.4934,HDM,NO,HDZ,NO
4202,7-12 months,DWC,Recurrent,146,100.95,279.94,30424,0.7806,HDM,YES,HDZ,NO
4203,More than 12 months,DWC,Recurrent,108,69.49,318.95,25476,0.8251,HDM,YES,HDZ,NO
4204,3 - 6 months,DWC,Recurrent,118,115.41,200.39,17619,0.3538,HDM,NO,HDZ,NO
4205,1 -2 months,DWC,New,16,21.77,140.18,2146,0.2878,HDM,NO,LDZ,YES
4206,7-12 months,DWC,Recurrent,18,21.03,81.95,1424,0.139,HDM,NO,HDZ,YES
4207,1 -2 months,DWC,Recurrent,2,1.87,407.75,784,0.6354,HDM,NO,LDZ,NO
4208,More than 12 months,DWC,Recurrent,61,44.95,301.07,14954,0.6925,LDM,NO,HDZ,NO
4209,1 -2 months,DWC,Recurrent,1,1.32,331.5,317,0.5614,HDM,NO,LDZ,YES
4210,3 - 6 months,DWOC,Recurrent,244,130.39,260.84,46513,0.8011,HDM,YES,HDZ,NO
4211,More than 12 months,DWC,Recurrent,329,207.88,289.91,70367,0.8135,HDM,YES,HDZ,NO
4212,1 -2 months,DWC,New,3,18.68,77.13,166,0.0416,HDM,NO,HDZ,YES
4213,3 - 6 months,DWOC,Recurrent,142,92.29,311.25,32971,0.815,HDM,YES,HDZ,NO
4214,3 - 6 months,DWOC,Recurrent,310,224.63,290.36,66921,0.6725,HDM,YES,HDZ,NO
4215,More than 12 months,DWC,Recurrent,50,30.08,319.76,11943,0.8875,HDM,YES,HDZ,NO
4216,7-12 months,DWC,Recurrent,138,103.75,253.18,28145,0.721,HDM,NO,HDZ,NO
4217,3 - 6 months,DWC,Recurrent,68,53.48,270.88,14825,0.6517,HDM,NO,HDZ,NO
4218,3 - 6 months,DWC,Recurrent,1,0.69,197.11,143,0.6846,HDM,NO,HDZ,YES
4219,More than 12 months,DWC,Reactivated,6,4.9,274.53,1197,0.4499,LDM,NO,HDZ,YES
4220,7-12 months,DWC,Recurrent,235,130.79,270,46354,0.8037,HDM,YES,HDZ,NO
4221,More than 12 months,DWC,Recurrent,386,159.97,147.65,44563,0.6079,HDM,NO,HDZ,NO
4222,1 -2 months,DWC,Recurrent,28,15.4,165.94,3894,0.6159,HDM,NO,HDZ,YES
4223,3 - 6 months,DWC,Recurrent,113,90.1,237.91,22679,0.5502,LDM,NO,HDZ,YES
4224,7-12 months,DWC,Recurrent,63,35.34,245.22,11609,0.7532,HDM,YES,HDZ,YES
4225,1 -2 months,DWC,New,20,34.54,140.38,2428,0.1961,HDM,NO,LDZ,YES
4226,1 -2 months,DWC,Recurrent,173,128.27,210.97,30280,0.5261,HDM,NO,HDZ,NO
4227,More than 12 months,DWC,Recurrent,95,73.43,373.04,26943,0.7033,HDM,YES,HDZ,NO
4228,More than 12 months,DWC,Recurrent,153,113.62,290.46,32933,0.6417,HDM,YES,HDZ,NO
4229,3 - 6 months,DWC,Recurrent,136,93.69,281.51,28259,0.648,HDM,NO,HDZ,NO
4230,1 -2 months,DWC,New,15,95.84,199.92,2877,0.0741,LDM,NO,LDZ,NO
4231,1 -2 months,DWC,New,3,1.58,120.06,259,0.6748,HDM,NO,HDZ,NO
4232,7-12 months,DWC,Recurrent,337,217.95,307.74,78026,0.6302,LDM,YES,HDZ,NO
4233,More than 12 months,DWC,Recurrent,187,125.07,300.32,42571,0.8077,HDM,YES,HDZ,NO
4234,1 -2 months,DWC,New,5,5.15,126.54,485,0.3992,HDM,NO,HDZ,YES
4235,More than 12 months,DWC,Recurrent,49,34.07,294.23,10490,0.6966,HDM,NO,HDZ,NO
4236,3 - 6 months,DWC,Reactivated,1,0.47,195.31,140,0.8243,LDM,NO,HDZ,YES
4237,1 -2 months,DWC,Recurrent,7,9.01,234.21,1571,0.4522,HDM,NO,HDZ,YES
4238,1 -2 months,DWC,Recurrent,11,8.16,265.43,2165,0.6003,HDM,NO,HDZ,NO
4239,1 -2 months,DWC,New,1,0.7,157.48,113,0.2645,LDM,NO,HDZ,NO
4240,3 - 6 months,DWC,Recurrent,220,131.79,252.22,41980,0.7167,HDM,NO,HDZ,NO
4241,3 - 6 months,DWC,Recurrent,277,161.95,261.69,53529,0.8038,HDM,YES,HDZ,NO
4242,1 -2 months,DWC,New,1,0.68,201.71,145,0.6347,HDM,NO,HDZ,YES
4243,3 - 6 months,DWC,Recurrent,299,201.92,273.95,61684,0.7465,HDM,YES,HDZ,NO
4244,7-12 months,DWC,Recurrent,5,4.95,208.06,854,0.3809,HDM,NO,HDZ,NO
4245,1 -2 months,DWC,Recurrent,6,4.87,165.13,711,0.456,LDM,NO,HDZ,YES
4246,3 - 6 months,DWC,Recurrent,111,70.06,272.38,22647,0.7431,HDM,NO,HDZ,NO
4247,3 - 6 months,DWOC,Recurrent,159,101.15,327.43,38633,0.7126,HDM,YES,HDZ,YES
4248,1 -2 months,DWC,Recurrent,275,198.44,243.58,48647,0.6309,HDM,YES,HDZ,NO
4249,More than 12 months,DWC,Recurrent,122,144.73,470.65,43706,0.6751,HDM,YES,HDZ,NO
4250,1 -2 months,DWC,Recurrent,1,3.32,149,107,0.0712,HDM,NO,HDZ,YES
4251,1 -2 months,DWC,Recurrent,158,106.95,284.43,34779,0.7413,HDM,YES,HDZ,NO
4252,More than 12 months,DWC,Recurrent,74,45.21,263.4,14213,0.6794,HDM,YES,HDZ,NO
4253,7-12 months,DWC,Recurrent,283,170.38,244.71,51117,0.6822,HDM,NO,HDZ,NO
4254,3 - 6 months,DWC,Recurrent,51,32.91,233.02,9107,0.756,HDM,NO,HDZ,NO
4255,More than 12 months,DWC,Recurrent,15,8.34,254.49,2764,0.8001,HDM,YES,HDZ,NO
4256,More than 12 months,DWC,Recurrent,81,40.56,256.24,15462,0.82,HDM,NO,HDZ,NO
4257,1 -2 months,DWOC,Recurrent,276,189.9,281.04,58648,0.6578,HDM,YES,HDZ,NO
4258,More than 12 months,DWC,Recurrent,343,206.09,293.92,74077,0.7551,HDM,YES,HDZ,NO
4259,7-12 months,DWC,Recurrent,217,147.72,315.06,50898,0.7853,HDM,YES,HDZ,NO
4260,1 -2 months,DWC,Recurrent,2,2.87,120.91,206,0.2318,HDM,NO,LDZ,YES
4261,7-12 months,DWC,Recurrent,160,119.51,260.11,33381,0.6873,HDM,NO,HDZ,NO
4262,More than 12 months,DWC,Recurrent,21,12.13,350.76,5513,0.8568,LDM,YES,HDZ,NO
4263,1 -2 months,DWC,New,3,6.52,83.09,239,0.1489,HDM,NO,LDZ,NO
4264,3 - 6 months,DWC,Recurrent,10,5.01,163.1,1581,0.5625,HDM,NO,LDZ,YES
4265,7-12 months,DWC,Recurrent,198,157.48,350.33,52772,0.6405,HDM,YES,HDZ,NO
4266,1 -2 months,DWC,Recurrent,47,25.89,225.08,9701,0.794,HDM,NO,HDZ,YES
4267,1 -2 months,DWC,New,9,9.24,209.49,1804,0.5748,HDM,NO,HDZ,NO
4268,3 - 6 months,DWOC,Recurrent,16,8.06,236.94,3092,0.8681,HDM,YES,HDZ,YES
4269,3 - 6 months,DWOC,Recurrent,101,68.54,255.13,20316,0.6956,HDM,YES,HDZ,NO
4270,More than 12 months,DWC,Recurrent,277,184.07,287.6,63360,0.7152,LDM,YES,HDZ,NO
4271,1 -2 months,DWC,New,4,2.41,149.75,573,0.4948,HDM,NO,LDZ,YES
4272,3 - 6 months,DWC,Recurrent,32,39.94,202.67,4977,0.3375,LDM,NO,HDZ,NO
4273,More than 12 months,DWC,Recurrent,196,136.09,284.99,43466,0.7541,HDM,YES,HDZ,NO
4274,3 - 6 months,DWC,Recurrent,70,43.04,275.14,15785,0.6807,LDM,NO,HDZ,YES
4275,More than 12 months,DWC,Recurrent,59,36.71,261.81,11782,0.7882,HDM,NO,HDZ,NO
4276,1 -2 months,DWOC,Recurrent,32,25.58,314.3,7442,0.5752,HDM,NO,HDZ,YES
4277,1 -2 months,DWOC,New,114,95.31,208.02,20896,0.6134,HDM,NO,HDZ,NO
