ID,DriverTenure,FleetRole,DriverType,DO,WorkingHours,AVGTicket,Cost,LoadFactor,FrequentMoment,CorpProd,FrequentZone,Churn
273,1 - 2 months,DWC,New,16,16.34,156.24,2396,0.4003,HDM,NO,HDZ,NO
274,3 - 6 months,DWC,Recurrent,9,5.67,295.8,1986,0.678,HDM,NO,HDZ,YES
275,1 - 2 months,DWC,New,1,2.62,314.64,303,0.4325,HDM,NO,LDZ,YES
276,1 - 2 months,DWC,New,2,0.94,137.06,217,0.5569,LDM,NO,HDZ,YES
277,1 - 2 months,DWC,New,3,4.25,360.5,1119,0.4896,LDM,NO,LDZ,YES
278,3 - 6 months,DWC,Recurrent,5,10.69,53.03,254,0.1245,HDM,NO,HDZ,YES
279,3 - 6 months,DWC,Recurrent,1,2.37,230,220,0.2238,HDM,NO,HDZ,YES
280,1 - 2 months,DWC,New,167,118.43,188.01,28715,0.6493,HDM,NO,LDZ,NO
281,More than 12 months,DWOC,Recurrent,325,186.06,243.3,58509,0.7176,LDM,YES,HDZ,YES
282,More than 12 months,DWOC,Recurrent,274,159.19,260.59,53073,0.792,HDM,YES,HDZ,NO
283,1 - 2 months,DWOC,New,73,53.85,284.18,17090,0.6862,HDM,NO,HDZ,NO
284,3 - 6 months,DWC,Recurrent,66,45.84,218.17,11372,0.5897,HDM,NO,HDZ,YES
285,More than 12 months,DWC,Recurrent,32,16.24,181.14,4718,0.7455,HDM,NO,HDZ,NO
286,3 - 6 months,DWC,Recurrent,17,7.98,201.63,2699,0.747,HDM,NO,HDZ,YES
287,More than 12 months,DWC,Reactivated,34,18.91,277.47,6844,0.8014,HDM,NO,HDZ,YES
288,3 - 6 months,DWC,Recurrent,41,27.71,239.49,7452,0.6061,HDM,NO,HDZ,YES
289,3 - 6 months,DWC,Recurrent,11,15.51,90.24,1032,0.2541,HDM,NO,LDZ,YES
290,More than 12 months,DWC,Recurrent,28,24.33,261.37,5939,0.515,HDM,NO,HDZ,NO
291,3 - 6 months,DWOC,Recurrent,308,206.99,253.85,58649,0.6822,HDM,YES,HDZ,NO
292,3 - 6 months,DWOC,Recurrent,146,107.96,301.96,35667,0.5465,HDM,YES,HDZ,NO
293,7-12 months,DWC,Recurrent,43,29.98,300.4,9708,0.6775,HDM,YES,HDZ,NO
294,3 - 6 months,DWC,Recurrent,219,222.31,239.03,43080,0.6322,HDM,NO,HDZ,NO
295,3 - 6 months,DWC,Reactivated,5,4.36,128.06,613,0.4277,HDM,NO,LDZ,YES
296,1 - 2 months,DWC,Recurrent,1,0.32,115,83,0.5554,LDM,NO,HDZ,YES
297,1 - 2 months,DWC,New,13,13.77,185.68,1824,0.3756,HDM,NO,HDZ,YES
298,1 - 2 months,DWC,Recurrent,85,58.62,200.73,16193,0.7604,HDM,NO,LDZ,YES
299,7-12 months,DWC,Recurrent,226,164.85,331.73,55531,0.7255,HDM,YES,HDZ,NO
300,More than 12 months,DWC,Recurrent,267,183.28,272.15,55809,0.7379,HDM,YES,HDZ,NO
301,3 - 6 months,DWC,Recurrent,4,2.38,234.99,678,0.7972,HDM,NO,HDZ,YES
302,1 - 2 months,DWC,Recurrent,40,45.43,168.12,5320,0.4971,HDM,NO,HDZ,NO
303,7-12 months,DWC,Reactivated,10,11.46,283.65,2301,0.4995,HDM,NO,HDZ,NO
304,More than 12 months,DWC,Recurrent,303,187.26,270.69,60993,0.7429,HDM,YES,HDZ,NO
305,More than 12 months,DWC,Recurrent,312,189.38,322.71,75637,0.6827,LDM,YES,HDZ,NO
306,3 - 6 months,DWC,Recurrent,3,2.5,364.14,784,0.7977,HDM,NO,HDZ,YES
307,More than 12 months,DWC,Recurrent,21,41.06,231.57,4150,0.3196,HDM,YES,HDZ,YES
308,More than 12 months,DWC,Recurrent,188,118.75,286.01,40091,0.681,HDM,YES,HDZ,NO
309,1 - 2 months,DWC,Recurrent,41,27.17,172.2,5780,0.5976,HDM,NO,HDZ,YES
310,1 - 2 months,DWC,New,3,7.07,153.31,415,0.2134,HDM,NO,LDZ,YES
311,3 - 6 months,DWC,Recurrent,110,64.69,314.33,26053,0.7099,HDM,YES,HDZ,NO
312,7-12 months,DWC,Recurrent,101,52.56,261.27,19800,0.7743,HDM,YES,HDZ,NO
313,7-12 months,DWC,Reactivated,6,4.47,164.51,708,0.4859,HDM,NO,HDZ,YES
314,7-12 months,DWC,Recurrent,117,94.17,244.37,22078,0.5952,HDM,NO,HDZ,NO
315,3 - 6 months,DWOC,Recurrent,83,58.86,328.93,22279,0.7032,HDM,YES,HDZ,YES
316,3 - 6 months,DWC,Recurrent,22,19.69,372.1,6027,0.5961,HDM,NO,HDZ,YES
317,1 - 2 months,DWC,New,1,1.18,160.72,154,0.3225,HDM,NO,LDZ,YES
318,1 - 2 months,DWC,Recurrent,5,2.72,97.31,466,0.5579,HDM,NO,HDZ,YES
319,1 - 2 months,DWC,New,22,27.23,136.04,2552,0.2968,HDM,NO,HDZ,YES
320,1 - 2 months,DWC,New,5,4.48,204.38,862,0.4973,HDM,NO,LDZ,YES
321,3 - 6 months,DWOC,Recurrent,197,133.13,317.09,47409,0.7815,HDM,YES,HDZ,NO
322,1 - 2 months,DWC,New,9,5.92,147.22,1269,0.6079,HDM,NO,LDZ,YES
323,1 - 2 months,DWC,New,8,8.99,173.87,1332,0.4088,LDM,NO,HDZ,YES
324,More than 12 months,DWC,Recurrent,128,127.54,203.77,21336,0.5268,HDM,NO,HDZ,NO
325,3 - 6 months,DWC,Recurrent,2,1.65,295.25,432,0.5604,HDM,NO,HDZ,YES
326,3 - 6 months,DWOC,Recurrent,16,9.38,354.14,4390,0.8073,LDM,YES,HDZ,YES
327,1 - 2 months,DWC,Recurrent,7,7.5,178.5,1091,0.3215,HDM,NO,HDZ,YES
328,More than 12 months,DWC,Recurrent,143,84.8,290.49,31457,0.7104,LDM,YES,HDZ,NO
329,1 - 2 months,DWC,New,2,5.03,150.48,289,0.1846,HDM,NO,HDZ,YES
330,1 - 2 months,DWC,Recurrent,2,6.3,195.86,375,0.142,HDM,NO,HDZ,YES
331,More than 12 months,DWC,Recurrent,39,54.33,630.34,18846,0.4899,HDM,YES,HDZ,YES
332,7-12 months,DWOC,Recurrent,242,158.88,262.29,47005,0.7321,HDM,YES,HDZ,NO
333,1 - 2 months,DWC,New,7,9.16,334.7,1711,0.3806,HDM,YES,HDZ,YES
334,More than 12 months,DWC,Recurrent,281,163.76,292.27,60895,0.7789,HDM,YES,HDZ,NO
335,7-12 months,DWC,Recurrent,23,12.35,202.33,3372,0.7764,LDM,YES,HDZ,YES
336,3 - 6 months,DWC,Recurrent,100,65.27,283.43,20687,0.8175,HDM,YES,HDZ,NO
337,1 - 2 months,DWOC,New,133,140.13,284.1,27508,0.5323,HDM,YES,HDZ,YES
338,3 - 6 months,DWC,Recurrent,254,162.13,239.11,45601,0.7552,HDM,NO,HDZ,YES
339,3 - 6 months,DWC,Recurrent,9,5.14,272.44,1784,0.7821,HDM,NO,HDZ,NO
340,More than 12 months,DWC,Recurrent,294,152.63,270.59,58479,0.7481,HDM,YES,HDZ,NO
341,7-12 months,DWC,Recurrent,20,11.86,201.01,2952,0.5202,HDM,NO,HDZ,NO
342,7-12 months,DWC,Recurrent,78,95,381.15,23644,0.5941,HDM,YES,HDZ,NO
343,1 - 2 months,DWC,New,1,2.5,137.19,131,0.1424,HDM,NO,LDZ,YES
344,1 - 2 months,DWC,New,1,1,272.2,195,0.3686,HDM,NO,HDZ,NO
345,7-12 months,DWOC,Recurrent,359,201.78,263.3,69486,0.6419,LDM,YES,HDZ,NO
346,1 - 2 months,DWOC,New,180,111.79,255.85,33662,0.6374,HDM,YES,HDZ,YES
347,7-12 months,DWC,Recurrent,99,251.24,537.67,41435,0.2571,HDM,YES,HDZ,NO
348,More than 12 months,DWC,Recurrent,135,230.78,573.85,58251,0.4196,HDM,YES,HDZ,NO
349,1 - 2 months,DWC,New,1,4.83,137.83,132,0.1233,LDM,NO,HDZ,YES
350,7-12 months,DWC,Recurrent,112,67.65,306.52,27216,0.7132,HDM,YES,HDZ,NO
351,7-12 months,DWC,Recurrent,217,134.29,264.61,42640,0.8114,HDM,YES,HDZ,NO
352,1 - 2 months,DWC,New,5,5.15,126.54,485,0.3992,HDM,NO,HDZ,YES
353,7-12 months,DWC,Recurrent,104,58.15,285.8,22771,0.752,HDM,YES,HDZ,NO
354,More than 12 months,DWC,Recurrent,30,35.55,265.9,6228,0.3803,HDM,NO,HDZ,NO
355,3 - 6 months,DWC,Recurrent,149,104.07,167.97,23118,0.5222,HDM,NO,HDZ,NO
356,3 - 6 months,DWC,Recurrent,103,77.03,269.97,21910,0.6102,HDM,NO,HDZ,NO
357,3 - 6 months,DWC,Recurrent,51,44.03,236.01,9375,0.5903,HDM,NO,HDZ,NO
358,7-12 months,DWOC,Recurrent,42,23.76,275.07,8654,0.8132,HDM,YES,HDZ,NO
359,1 - 2 months,DWC,New,67,60.76,178.51,10285,0.4309,HDM,NO,HDZ,NO
360,3 - 6 months,DWC,Recurrent,33,21.9,270.91,6826,0.7486,HDM,NO,HDZ,NO
361,More than 12 months,DWC,Recurrent,229,135.77,253.73,44195,0.67,HDM,NO,HDZ,NO
362,More than 12 months,DWC,Recurrent,13,6.77,321.8,3207,0.8046,HDM,YES,HDZ,NO
363,7-12 months,DWC,Recurrent,51,23.49,243.2,8984,0.7737,HDM,NO,HDZ,YES
364,3 - 6 months,DWC,Reactivated,10,7.29,250.73,2052,0.5334,HDM,NO,LDZ,YES
365,More than 12 months,DWC,Recurrent,146,102.59,276.11,31201,0.7011,HDM,YES,HDZ,NO
366,3 - 6 months,DWC,Recurrent,47,35.19,291.58,10684,0.7359,HDM,YES,HDZ,NO
367,More than 12 months,DWC,Recurrent,123,81.91,254.85,24011,0.7101,HDM,NO,HDZ,YES
368,3 - 6 months,DWC,Recurrent,3,1.43,143.1,308,0.4724,HDM,NO,HDZ,YES
369,7-12 months,DWC,Recurrent,32,19.95,265.92,6471,0.6846,HDM,NO,HDZ,NO
370,7-12 months,DWC,Recurrent,1,0.87,328,235,0.5584,LDM,NO,HDZ,YES
371,More than 12 months,DWC,Recurrent,214,146.85,270.43,44255,0.7136,HDM,YES,HDZ,NO
372,More than 12 months,DWC,Recurrent,11,6.71,275.39,2282,0.7315,HDM,NO,HDZ,YES
373,7-12 months,DWC,Recurrent,132,88.28,250.25,25352,0.533,LDM,NO,HDZ,NO
374,1 - 2 months,DWC,New,3,6.2,210.48,552,0.2227,HDM,NO,HDZ,YES
375,7-12 months,DWOC,Recurrent,84,48.76,270.87,16794,0.7705,HDM,YES,HDZ,YES
376,More than 12 months,DWC,Recurrent,333,182.8,332.05,82266,0.814,LDM,YES,HDZ,NO
377,7-12 months,DWC,Recurrent,2,0.9,138.92,200,0.5522,LDM,NO,HDZ,YES
378,1 - 2 months,DWC,New,2,4.04,128.96,185,0.1718,HDM,NO,LDZ,YES
379,More than 12 months,DWC,Recurrent,98,62.23,278.39,20402,0.7896,HDM,YES,HDZ,NO
380,1 - 2 months,DWC,New,1,4.68,91.64,88,0.1172,HDM,NO,LDZ,YES
381,3 - 6 months,DWOC,Recurrent,39,27.68,360.65,10888,0.7352,HDM,YES,HDZ,YES
382,3 - 6 months,DWOC,Recurrent,120,73.07,241,21212,0.7688,HDM,YES,HDZ,YES
383,1 - 2 months,DWC,Recurrent,83,52.15,278.52,17138,0.7266,HDM,YES,HDZ,YES
384,3 - 6 months,DWC,Recurrent,199,160.49,180.97,32622,0.3684,HDM,NO,HDZ,YES
385,3 - 6 months,DWOC,Recurrent,150,98.2,236.43,26370,0.7026,HDM,YES,HDZ,YES
386,7-12 months,DWC,Recurrent,89,44.33,248.35,16638,0.8072,HDM,YES,HDZ,NO
387,1 - 2 months,DWOC,Recurrent,15,7.22,185.9,1989,0.8134,HDM,YES,HDZ,YES
388,3 - 6 months,DWC,Recurrent,1,1.22,105,75,0.1788,HDM,NO,HDZ,YES
389,7-12 months,DWOC,Recurrent,292,198.71,329.45,72024,0.7951,HDM,YES,HDZ,NO
390,3 - 6 months,DWC,Recurrent,11,6.65,187.29,1574,0.5962,HDM,NO,HDZ,NO
391,7-12 months,DWC,Recurrent,120,67.68,277.95,24592,0.7492,HDM,YES,HDZ,NO
392,7-12 months,DWOC,Recurrent,121,126.07,491.74,45895,0.7382,HDM,YES,HDZ,NO
393,3 - 6 months,DWC,Recurrent,11,6.36,245.06,1992,0.7678,HDM,NO,HDZ,YES
394,More than 12 months,DWOC,Recurrent,91,62.58,268.37,18618,0.8457,HDM,YES,HDZ,YES
395,More than 12 months,DWC,Recurrent,116,104.69,321.2,28508,0.6452,HDM,YES,HDZ,NO
396,7-12 months,DWC,Recurrent,3,3.52,181.63,452,0.4905,HDM,NO,HDZ,NO
397,1 - 2 months,DWC,New,8,16.79,148.47,1137,0.8412,HDM,NO,LDZ,YES
398,1 - 2 months,DWC,Recurrent,60,34.54,181.54,10001,0.687,HDM,NO,LDZ,YES
399,7-12 months,DWC,Recurrent,184,138.2,309.24,42745,0.7194,HDM,YES,HDZ,NO
400,7-12 months,DWC,Recurrent,101,71.99,266.6,21162,0.6945,HDM,NO,HDZ,NO
401,1 - 2 months,DWC,New,19,14.04,122.54,2303,0.4728,HDM,NO,LDZ,NO
402,3 - 6 months,DWOC,Recurrent,347,205.49,240.45,68700,0.6447,HDM,YES,HDZ,NO
403,1 - 2 months,DWC,Recurrent,66,31.58,145.82,9139,0.6961,HDM,NO,LDZ,NO
404,1 - 2 months,DWC,New,8,7.67,167.64,1061,0.4696,HDM,NO,HDZ,YES
405,More than 12 months,DWC,Recurrent,6,16.84,927.37,4129,0.2768,LDM,YES,HDZ,YES
406,1 - 2 months,DWC,New,10,10.72,144.21,1087,0.316,HDM,NO,HDZ,YES
407,3 - 6 months,DWC,Recurrent,3,1.74,167.03,480,0.4933,LDM,NO,HDZ,YES
408,More than 12 months,DWC,Recurrent,96,82.82,439.45,33180,0.6806,HDM,YES,HDZ,NO
409,3 - 6 months,DWC,Recurrent,10,38.28,619.46,4687,0.1821,HDM,NO,HDZ,YES
410,3 - 6 months,DWOC,Recurrent,313,194.57,273.81,63457,0.6587,HDM,NO,HDZ,NO
411,1 - 2 months,DWC,New,6,8.25,280.57,1367,0.3901,HDM,NO,HDZ,YES
412,3 - 6 months,DWC,Recurrent,44,28.75,144.63,5937,0.5564,HDM,NO,LDZ,YES
413,1 - 2 months,DWC,Recurrent,2,2.49,125.09,239,0.3066,HDM,NO,LDZ,YES
414,1 - 2 months,DWC,New,40,36.85,202.88,7559,0.4634,LDM,NO,HDZ,YES
415,1 - 2 months,DWC,New,5,43.04,242.85,887,0.0587,HDM,NO,HDZ,YES
416,7-12 months,DWOC,Recurrent,264,182.76,253,52446,0.7256,HDM,YES,HDZ,NO
417,3 - 6 months,DWOC,Recurrent,412,294.92,315.54,102033,0.6562,HDM,YES,HDZ,NO
418,1 - 2 months,DWC,Recurrent,166,132.44,165.5,26085,0.5429,HDM,NO,HDZ,NO
419,7-12 months,DWC,Recurrent,10,5,138.82,1003,0.6602,LDM,NO,HDZ,NO
420,3 - 6 months,DWC,Reactivated,1,0.37,114.95,83,0.5195,HDM,NO,HDZ,YES
421,7-12 months,DWOC,Recurrent,38,20.02,227.95,6513,0.7653,HDM,YES,HDZ,YES
422,3 - 6 months,DWC,Recurrent,6,2.06,133.73,581,0.7276,HDM,NO,HDZ,YES
423,1 - 2 months,DWC,Recurrent,1,3.43,120.5,115,0.1648,HDM,NO,LDZ,YES
424,1 - 2 months,DWC,New,3,2.03,214.28,529,0.6884,HDM,NO,HDZ,YES
425,More than 12 months,DWC,Recurrent,31,17.33,168.84,4291,0.6348,HDM,NO,HDZ,YES
426,3 - 6 months,DWC,Recurrent,47,41.11,183.35,6662,0.4594,HDM,NO,HDZ,NO
427,1 - 2 months,DWC,New,40,26.93,259.35,8413,0.6346,LDM,YES,HDZ,NO
428,1 - 2 months,DWOC,Recurrent,206,146.45,254.13,39764,0.6707,HDM,YES,HDZ,NO
429,3 - 6 months,DWC,Recurrent,275,183.81,299.84,62674,0.7195,HDM,YES,HDZ,NO
430,1 - 2 months,DWC,New,5,4.95,170.97,818,0.3697,LDM,NO,HDZ,YES
431,1 - 2 months,DWC,New,3,2.81,168.87,485,0.4732,HDM,NO,LDZ,YES
432,More than 12 months,DWC,Recurrent,209,136.03,315.66,49603,0.7901,HDM,YES,HDZ,NO
433,3 - 6 months,DWC,Recurrent,157,123.58,177.39,22874,0.5187,HDM,NO,HDZ,NO
434,7-12 months,DWC,Recurrent,353,186.77,235.88,62003,0.743,HDM,YES,HDZ,NO
435,7-12 months,DWC,Recurrent,1,0.7,238.44,166,0.9041,HDM,YES,HDZ,NO
436,3 - 6 months,DWOC,Recurrent,59,36.92,240.87,11044,0.787,HDM,NO,HDZ,YES
437,3 - 6 months,DWC,Recurrent,1,7.28,104.5,75,0.048,HDM,NO,LDZ,YES
438,3 - 6 months,DWC,Recurrent,15,6.6,171.61,1892,0.7772,HDM,NO,HDZ,NO
439,3 - 6 months,DWC,Recurrent,136,91.52,301.69,30593,0.7788,HDM,YES,HDZ,NO
440,3 - 6 months,DWC,Recurrent,29,16.41,191.21,4853,0.7664,HDM,NO,HDZ,YES
441,More than 12 months,DWC,Recurrent,199,160.55,420.97,66453,0.7307,HDM,YES,HDZ,NO
442,1 - 2 months,DWC,Recurrent,33,24.44,188.62,4980,0.5315,HDM,NO,HDZ,YES
443,1 - 2 months,DWOC,New,18,11.67,307.39,4340,0.7501,LDM,YES,HDZ,NO
444,3 - 6 months,DWC,Recurrent,57,55.2,255.04,12805,0.606,HDM,NO,LDZ,YES
445,7-12 months,DWOC,Recurrent,285,123.44,226.25,46997,0.7356,HDM,NO,HDZ,NO
446,3 - 6 months,DWC,Recurrent,345,219.37,257.25,65500,0.7396,HDM,NO,HDZ,NO
447,7-12 months,DWC,Recurrent,91,46.9,257.15,17132,0.7709,HDM,NO,HDZ,NO
448,3 - 6 months,DWC,Reactivated,4,2.21,87.08,308,0.4141,HDM,NO,LDZ,YES
449,1 - 2 months,DWC,New,10,5.52,126.84,1218,0.6611,LDM,NO,LDZ,YES
450,3 - 6 months,DWC,Recurrent,30,18.77,202.34,4504,0.6466,HDM,NO,HDZ,YES
451,3 - 6 months,DWOC,Recurrent,49,37.56,205.93,7286,0.5008,LDM,NO,HDZ,NO
452,More than 12 months,DWC,Recurrent,163,92.44,289.54,35126,0.8059,HDM,YES,HDZ,NO
453,1 - 2 months,DWOC,New,210,120.32,283.51,44245,0.6237,LDM,YES,HDZ,YES
454,1 - 2 months,DWC,New,56,40.8,214.35,11124,0.6175,HDM,NO,HDZ,NO
455,More than 12 months,DWC,Recurrent,194,107.73,247.9,35341,0.7561,HDM,NO,HDZ,NO
456,1 - 2 months,DWC,New,1,1.4,106,101,0.1861,HDM,NO,LDZ,YES
457,More than 12 months,DWC,Recurrent,116,63.03,266.59,22949,0.8683,HDM,YES,HDZ,NO
458,7-12 months,DWC,Recurrent,46,29.56,130.27,4729,0.4277,HDM,NO,HDZ,NO
459,1 - 2 months,DWC,Recurrent,36,23.59,148.52,5122,0.595,HDM,NO,LDZ,YES
460,3 - 6 months,DWC,Recurrent,63,70.65,213.68,10634,0.3987,HDM,NO,HDZ,NO
461,7-12 months,DWC,Recurrent,304,183.17,257.75,57794,0.7344,HDM,NO,HDZ,NO
462,7-12 months,DWC,Reactivated,4,4.45,236.5,908,0.4326,HDM,NO,HDZ,YES
463,3 - 6 months,DWOC,Recurrent,344,216.06,259.39,66249,0.8139,HDM,YES,HDZ,NO
464,1 - 2 months,DWOC,New,366,215.4,264.67,74381,0.7624,HDM,YES,HDZ,NO
465,1 - 2 months,DWOC,New,72,78.1,245.88,14600,0.4137,LDM,NO,HDZ,YES
466,1 - 2 months,DWC,New,2,5.82,289.08,531,0.2014,HDM,NO,LDZ,YES
467,3 - 6 months,DWC,Reactivated,27,17.36,190.02,4351,0.5878,HDM,NO,HDZ,YES
468,7-12 months,DWC,Recurrent,184,113.66,267.34,37272,0.7678,HDM,NO,HDZ,NO
469,1 - 2 months,DWC,New,1,0.9,151.2,145,0.4241,HDM,NO,LDZ,YES
470,More than 12 months,DWC,Recurrent,127,88.79,202.2,21507,0.5707,HDM,NO,HDZ,NO
471,3 - 6 months,DWC,Recurrent,146,86.27,298.85,32627,0.7544,HDM,NO,HDZ,NO
472,3 - 6 months,DWC,Recurrent,61,43,274.43,13612,0.6895,HDM,NO,HDZ,YES
473,1 - 2 months,DWC,New,108,85.19,220.9,20434,0.4806,HDM,NO,HDZ,NO
474,1 - 2 months,DWC,Recurrent,3,3.06,555.3,1212,0.6778,LDM,NO,HDZ,YES
475,More than 12 months,DWC,Recurrent,45,19.03,188.4,6259,0.7271,HDM,NO,HDZ,NO
476,3 - 6 months,DWC,Recurrent,88,56.12,189.66,12764,0.4984,HDM,NO,HDZ,NO
477,1 - 2 months,DWC,New,5,5.2,93.82,449,0.4217,HDM,NO,LDZ,YES
478,More than 12 months,DWC,Recurrent,218,146.01,304.66,49012,0.8256,HDM,YES,HDZ,NO
479,7-12 months,DWC,Recurrent,291,173.3,280.19,60050,0.8121,HDM,YES,HDZ,NO
480,1 - 2 months,DWC,New,26,28.06,262.99,5751,0.4864,HDM,NO,HDZ,YES
481,3 - 6 months,DWC,Recurrent,1,0.8,283.5,271,0.8138,LDM,NO,HDZ,YES
482,More than 12 months,DWC,Recurrent,257,179.79,329.65,63154,0.7268,HDM,YES,HDZ,NO
483,More than 12 months,DWC,Recurrent,109,66.5,280.46,23721,0.7942,HDM,YES,HDZ,NO
484,1 - 2 months,DWC,Recurrent,19,14.35,141.66,2577,0.6079,HDM,NO,LDZ,YES
485,1 - 2 months,DWC,Recurrent,195,118.25,216.72,33116,0.6555,HDM,NO,HDZ,NO
486,1 - 2 months,DWC,New,2,6.04,149.16,214,0.2461,HDM,NO,HDZ,YES
487,7-12 months,DWC,Recurrent,223,107.38,285.32,46253,0.7373,LDM,YES,HDZ,NO
488,More than 12 months,DWC,Recurrent,25,24.63,179.51,3301,0.214,HDM,YES,HDZ,YES
489,1 - 2 months,DWOC,New,17,12.33,253.34,3682,0.5812,LDM,NO,HDZ,YES
490,3 - 6 months,DWC,Recurrent,39,23.7,255.15,7529,0.7845,HDM,YES,HDZ,YES
491,3 - 6 months,DWC,Recurrent,1,1.08,428.71,410,0.9071,HDM,NO,HDZ,YES
492,1 - 2 months,DWC,Recurrent,19,7.7,69.06,1258,0.4846,HDM,NO,LDZ,YES
493,More than 12 months,DWC,Recurrent,28,82.59,784.4,16573,0.2857,HDM,NO,HDZ,YES
494,3 - 6 months,DWC,Recurrent,12,11.32,286.1,3133,0.5447,LDM,NO,HDZ,NO
495,1 - 2 months,DWC,Recurrent,19,13.07,88.62,1611,0.3426,HDM,NO,LDZ,YES
496,3 - 6 months,DWC,Recurrent,2,2.12,291.44,421,0.4236,HDM,NO,HDZ,NO
497,3 - 6 months,DWC,Reactivated,3,33.55,250.35,801,0.0752,LDM,NO,LDZ,YES
498,3 - 6 months,DWC,Recurrent,1,2.51,142.5,102,0.1695,HDM,NO,HDZ,YES
499,3 - 6 months,DWC,Recurrent,1,7.66,151,145,0.1069,LDM,NO,LDZ,YES
500,More than 12 months,DWC,Recurrent,88,56.54,262.45,17271,0.757,HDM,NO,HDZ,NO
501,1 - 2 months,DWC,New,8,6.37,150.49,943,0.3879,HDM,NO,HDZ,YES
502,1 - 2 months,DWC,New,2,4.23,154.3,270,0.2879,HDM,NO,LDZ,NO
503,1 - 2 months,DWOC,New,18,26.62,222.14,3401,0.2701,HDM,NO,HDZ,YES
504,1 - 2 months,DWC,New,2,12.33,473.42,911,0.9346,LDM,NO,HDZ,YES
505,7-12 months,DWC,Recurrent,105,49.87,256.64,21808,0.7585,HDM,NO,HDZ,YES
506,7-12 months,DWC,Recurrent,220,133.23,272.81,47664,0.6933,HDM,YES,HDZ,NO
507,3 - 6 months,DWC,Recurrent,210,127.31,255.43,39801,0.7084,HDM,NO,HDZ,NO
508,7-12 months,DWC,Reactivated,5,3.31,103.92,497,0.3903,HDM,NO,LDZ,YES
509,3 - 6 months,DWC,Recurrent,26,15.29,241.38,4596,0.7499,HDM,YES,HDZ,YES
510,1 - 2 months,DWC,New,43,29.12,173.46,7111,0.6633,HDM,NO,HDZ,YES
511,More than 12 months,DWOC,Recurrent,170,145.16,337.33,45003,0.6965,HDM,YES,HDZ,NO
512,1 - 2 months,DWC,New,5,5.37,106.64,448,0.2612,HDM,NO,HDZ,YES
513,1 - 2 months,DWC,New,1,1.28,111.6,107,0.2471,HDM,NO,LDZ,YES
514,3 - 6 months,DWC,Recurrent,24,16.04,234.94,4165,0.5737,HDM,NO,HDZ,NO
515,3 - 6 months,DWOC,Recurrent,411,257.2,312.66,94325,0.8377,HDM,YES,HDZ,NO
516,3 - 6 months,DWC,Recurrent,2,1.81,219.67,345,0.4043,LDM,NO,HDZ,YES
517,7-12 months,DWC,Recurrent,117,58.98,233.48,21447,0.7156,HDM,NO,HDZ,YES
518,1 - 2 months,DWC,New,4,3.29,154.22,532,0.5486,HDM,NO,HDZ,YES
519,3 - 6 months,DWC,Recurrent,96,54.45,313.62,22603,0.8214,HDM,NO,HDZ,NO
520,More than 12 months,DWC,Recurrent,71,67.65,255.76,14956,0.4967,HDM,NO,HDZ,NO
521,1 - 2 months,DWC,New,1,1.73,151.5,109,0.2151,HDM,NO,HDZ,YES
522,1 - 2 months,DWC,Recurrent,5,3.18,228.61,1071,0.5933,LDM,NO,LDZ,YES
523,1 - 2 months,DWC,New,23,16.1,337.65,6262,0.5435,LDM,NO,HDZ,YES
524,1 - 2 months,DWC,New,7,8.48,82.41,472,0.2312,HDM,NO,HDZ,YES
525,7-12 months,DWC,Recurrent,258,154.09,252.5,48330,0.7439,HDM,NO,HDZ,NO
526,3 - 6 months,DWC,Reactivated,1,0.85,127.52,122,0.4689,HDM,NO,LDZ,YES
527,More than 12 months,DWC,Recurrent,150,131.88,345.44,39247,0.4954,LDM,YES,HDZ,NO
528,3 - 6 months,DWOC,Recurrent,1,8.39,112.83,108,0.0388,HDM,NO,LDZ,YES
529,1 - 2 months,DWC,New,1,4.27,628.82,612,0.1669,HDM,NO,LDZ,YES
530,1 - 2 months,DWC,New,10,9.51,148.86,1425,0.4759,HDM,NO,LDZ,YES
531,More than 12 months,DWC,Recurrent,126,99.48,366.2,33585,0.8739,HDM,YES,HDZ,NO
532,1 - 2 months,DWC,New,2,4.69,78.38,150,0.1285,HDM,NO,LDZ,YES
533,1 - 2 months,DWC,Recurrent,16,8.98,160.57,2394,0.7298,LDM,NO,LDZ,YES
534,1 - 2 months,DWC,New,1,1.21,220.38,211,0.49,HDM,NO,HDZ,YES
535,1 - 2 months,DWC,New,3,15.77,683.08,1629,0.1791,LDM,NO,HDZ,YES
536,More than 12 months,DWC,Recurrent,197,145.37,330.06,48558,0.7523,HDM,YES,HDZ,NO
537,More than 12 months,DWC,Recurrent,220,300.57,514.58,85399,0.4772,HDM,YES,HDZ,NO
538,3 - 6 months,DWC,Reactivated,18,16.62,306.42,4149,0.67,HDM,NO,HDZ,NO
539,7-12 months,DWC,Recurrent,26,12.05,280.1,5478,0.7096,LDM,NO,HDZ,NO
540,1 - 2 months,DWC,Recurrent,4,3,166.91,639,0.4392,HDM,NO,HDZ,YES
541,1 - 2 months,DWC,New,2,2.07,178.89,342,0.5327,LDM,NO,LDZ,YES
542,More than 12 months,DWC,Recurrent,164,99.08,284.24,35032,0.8185,HDM,YES,HDZ,NO
543,7-12 months,DWC,Recurrent,3,5.36,239.59,655,0.3016,HDM,NO,HDZ,NO
544,7-12 months,DWC,Recurrent,173,128.96,289.54,37821,0.7692,HDM,YES,HDZ,NO
